Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,ISIN_CLEAN,LISTING_SOURCE
512543,KIRANTRDM,KIRAN OVERSEAS EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512547,WORLDTR,ZILLION MEDICARE (EXPORTS) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512549,DRUCGRF,DRUCKGRAFEN INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512551,PITFI,PITTIE FINANCE LTD.,Delisted,Z ,10.0,INE331B01019,,Equity,INE331B01019,BSE_ONLY
512555,SAVOV,SAVITRI OVERSEAS LTD.,Delisted,Z ,10.0,INE828C01012,,Equity,INE828C01012,BSE_ONLY
512557,GIRSHTR,GIRISH TRAVELS &amp; COURIERS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512561,CHINEXP,CHINAR EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512563,OKARLES,OKARA LEASING &amp; INVESTMENTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512567,BHARPAR,BHARAT PARENTERALS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512569,ARONIEP,AUROKNIT EXPORTS (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512571,ADITLIM,ADITYA LIME INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512573,AVANTI,AVANTI FEEDS LTD.-$,Active,B ,2.0,INE871C01020,Other Food Products,Equity,INE871C01020,BSE_ONLY
512575,RITESEX,RITESH EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,Active,T ,10.0,INE110D01013,Coal,Equity,INE110D01013,BSE_ONLY
512581,LYNXINDDM,LYNX INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512583,ENVCLEN,ENVIRO-CLEAN SYSTEMS LTD.,Suspended,P ,10.0,NA          ,Industrial Machinery,Equity,NA,BSE_ONLY
512585,KARMA,KARMA INDUSTRIES LTD.,Suspended,Z ,10.0,INE416F01019,Comm.Printing/Stationery,Equity,INE416F01019,BSE_ONLY
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,B ,10.0,INE077B01018,Other Apparels &amp; Accessories,Equity,INE077B01018,BSE_ONLY
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity,NA,BSE_ONLY
512593,PREMIND,PREMIUM INDUSTRIES INDIA LTD.,Delisted,P ,10.0,NA          ,Coal,Equity,NA,BSE_ONLY
512595,UNIMOVR,UNIMODE OVERSEAS LTD.,Suspended,XT,10.0,INE348N01018,Other Apparels &amp; Accessories,Equity,INE348N01018,BSE_ONLY
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Active,XT,10.0,INE307N01014,Comm.Trading  &amp; Distribution,Equity,INE307N01014,BSE_ONLY
512602,ASHPROP,ASHARI PROPERTIES &amp; FINANCES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512606,RUPIM,RUPANGI IMPEX LTD.,Delisted,B ,2.0,INE766B01024,,Equity,INE766B01024,BSE_ONLY
512610,SHRIVAR,SHRI VARDHMAN OVERSEAS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512612,TOWELIN,TOWELS INDIA EXPORTS LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
512614,GRANHPH,GRAN HEAL PHARMA LTD.,Delisted,P ,10.0,NA          ,Pharmaceuticals,Equity,NA,BSE_ONLY
512616,ORINEXP,ORIND EXPORTS LTD.,Delisted,P ,10.0,INE165E01015,Comm.Trading  &amp; Distribution,Equity,INE165E01015,BSE_ONLY
512618,RLF,RLF LTD.,Active,XT,10.0,INE629C01014,Textiles,Equity,INE629C01014,BSE_ONLY
512620,DUCTA,DUCK TARPAULINS LTD.,Delisted,P ,10.0,INE966D01018,Textiles,Equity,INE966D01018,BSE_ONLY
512624,REGENTRP,Regent Enterprises Ltd,Active,XT,10.0,INE769D01016,Other Financial Services,Equity,INE769D01016,BSE_ONLY
512628,ACQUATR,ACQUAINT EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512632,SUBHLTR,SUBHLAXMI EXPORTS LTD.,Suspended,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity,NA,BSE_ONLY
512636,PREYATRDM,PREYANSHU EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512638,AMIGOEXDM,AMIGO EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
512640,STOCKNET,STOCKNET INTERNATIONAL LTD.,Delisted,XD,10.0,INE201D01010,IT Software Products,Equity,INE201D01010,BSE_ONLY
512642,ARTIBIOIN,ARTILLEGENCE BIO-INNOVATIONS LTD.,Suspended,XT,10.0,INE576F01010,Other Financial Services,Equity,INE576F01010,BSE_ONLY
512644,ARIHENT,ARIHANT ENTERPRISE LTD.,Delisted,B ,10.0,INE154D01011,,Equity,INE154D01011,BSE_ONLY
513002,ANDHRSI,ANDHRA SINTER LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513005,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,Active,XT,10.0,INE114E01013,Iron &amp; Steel/Interm.Products,Equity,INE114E01013,BSE_ONLY
513010,TATASPONGE,TATA SPONGE IRON LTD.,Active,A ,10.0,INE674A01014,Iron &amp; Steel/Interm.Products,Equity,INE674A01014,BSE_ONLY
513012,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,XT,10.0,INE987E01012,Comm.Trading  &amp; Distribution,Equity,INE987E01012,BSE_ONLY
513017,HIMISPTDM,HIM ISPAT LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513018,ZHIMTUBL,HIMTUBES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,B ,2.0,INE725A01022,Electric Utilities,Equity,INE725A01022,BSE_ONLY
513039,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,XT,10.0,INE582K01018,Industrial Machinery,Equity,INE582K01018,BSE_ONLY
513041,ISPLIND,ISPL INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity,NA,BSE_ONLY
513062,SRYSTLT,SRIYANSH STEEL LTD.,Suspended,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,XT,10.0,INE360D01014,Iron &amp; Steel Products,Equity,INE360D01014,BSE_ONLY
513077,SANGHVI,SANGHVI STEEL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513081,FEROCON,FERRO CONCRETE CO.(INDIA) LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513117,AMFORG,AMFORGE INDUSTRIES LTD.,Suspended,XT,2.0,INE991A01020,Auto Parts &amp; Equipment,Equity,INE991A01020,BSE_ONLY
513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Active,XT,10.0,INE173M01012,Copper,Equity,INE173M01012,BSE_ONLY
513127,SHNALUM,SHREE NARMADA ALUMINIUM INDUSTRIES LTD.,Suspended,P ,10.0,NA          ,Aluminium,Equity,NA,BSE_ONLY
513129,GUJWDGE,GUJARAT WEDGE WIRE SCREENS LTD.,Suspended,P ,10.0,INE090J01014,Iron &amp; Steel Products,Equity,INE090J01014,BSE_ONLY
513131,METAI,METALMAN INDUSTRIES LTD.,Delisted,XD,10.0,INE689B01010,Iron &amp; Steel/Interm.Products,Equity,INE689B01010,BSE_ONLY
513149,ACROW,ACROW INDIA LTD.,Active,XT,10.0,INE950D01012,Iron &amp; Steel Products,Equity,INE950D01012,BSE_ONLY
513151,STINDIA,STI INDIA LTD.,Active,B ,10.0,INE090C01019,Textiles,Equity,INE090C01019,BSE_ONLY
513153,TECHTREK,TECHTREK INDIA LTD.,Suspended,XT,10.0,INE892N01015,Iron &amp; Steel Products,Equity,INE892N01015,BSE_ONLY
513158,SRAMSTLDM,SRI RAMKRISHNA STEEL INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513179,NATNLSTEEL,NATIONAL STEEL &amp; AGRO INDUSTRIES LTD.,Active,B ,10.0,INE088B01015,Iron &amp; Steel/Interm.Products,Equity,INE088B01015,BSE_ONLY
513181,KRSTLDM,K.R.STEEL UNION LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513188,ANNFODM,ANNAPURNA FOILS LTD.,Delisted,B ,10.0,INE566C01018,,Equity,INE566C01018,BSE_ONLY
513198,MEKSOLT,MEK SLOTTED ANGLES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513199,GMMITAL,G.M.MITTAL STAINLESS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513203,ANUPAST,ANUPAMA STEEL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513207,HOGANDM,HOGANAS INDIA LTD.,Delisted,B ,10.0,INE132A01013,,Equity,INE132A01013,BSE_ONLY
513212,RMISTEL,RMI STEELS LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513216,UTTAMSTL,UTTAM GALVA STEELS LTD.,Active,B ,10.0,INE699A01011,Iron &amp; Steel/Interm.Products,Equity,INE699A01011,BSE_ONLY
513223,SRIISHR,SHRI ISHAR ALLOY STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513235,INDCHR,INDIAN METALS &amp; FERRO ALLOYS LTD.,Delisted,Z ,10.0,INE801B01011,,Equity,INE801B01011,BSE_ONLY
513240,CHOKSITUQ,CHOKSI TUBE CO.LTD.,Delisted,XD,10.0,INE661C01017,Iron &amp; Steel Products,Equity,INE661C01017,BSE_ONLY
513244,KANTHDM,KANTHAL INDIA LTD.,Delisted,B ,10.0,INE513D01018,,Equity,INE513D01018,BSE_ONLY
513252,JAYUSH,JAY USHIN LTD.,Active,XT,10.0,INE289D01015,Auto Parts &amp; Equipment,Equity,INE289D01015,BSE_ONLY
513256,OREXTR,ORISSA EXTRUSIONS LTD.,Delisted,P ,10.0,NA          ,Aluminium,Equity,NA,BSE_ONLY
513262,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B ,10.0,INE802C01017,Auto Parts &amp; Equipment,Equity,INE802C01017,BSE_ONLY
513265,MUKESTL,MUKESH STEELS LTD.,Suspended,Z ,10.0,INE953G01019,Iron &amp; Steel/Interm.Products,Equity,INE953G01019,BSE_ONLY
513272,HINFIND,HINDUSTAN FERRO AND INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513277,SUPERFORGE,SUPER FORGINGS &amp; STEELS LTD.,Suspended,B ,10.0,INE661A01011,Other Industrial Products,Equity,INE661A01011,BSE_ONLY
513285,THPRISP-B,THAPAR ISPAT LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513287,GKSTLALDM,G.K.STEEL &amp; ALLIED INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513291,PREMPIPES,PREMIER PIPES LTD.,Active,XT,10.0,INE448N01016,Iron &amp; Steel Products,Equity,INE448N01016,BSE_ONLY
513297,SNGMALM,SANGAM ALUMINIUM LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513301,JALNISP,JALAN ISPAT CASTINGS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513307,SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5.0,INE363L01029,Aluminium,Equity,INE363L01029,BSE_ONLY
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,Z ,10.0,INE327C01023,Aluminium,Equity,INE327C01023,BSE_ONLY
513313,ATMASTL,ATMA STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513315,KUSMINV,KUSUM INGOTS &amp; ALLOYS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513317,AMBJELE,AMBUJA ELECTROCASTINGS LTD.,Delisted,P ,10.0,NA          ,Other Industrial Products,Equity,NA,BSE_ONLY
513319,TAMSPON,TAMILNADU SPONGE LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513321,GSALIND,GSAL (INDIA) LTD.,Delisted,Z ,10.0,INE653F01017,Iron &amp; Steel/Interm.Products,Equity,INE653F01017,BSE_ONLY
513322,DHTUSNK,DHATU SANSKAR LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513333,BHUWALST,BHUWALKA STEEL INDUSTRIES LTD.-$,Suspended,Z ,10.0,INE069C01013,Iron &amp; Steel/Interm.Products,Equity,INE069C01013,BSE_ONLY
513335,METALFORGE,Metalyst Forgings Limited,Active,T ,10.0,INE425A01011,Other Industrial Products,Equity,INE425A01011,BSE_ONLY
513337,GUJTLRM,GUJARAT TOOLROOM LTD.,Active,XT,10.0,INE145J01024,Plastic Products,Equity,INE145J01024,BSE_ONLY
513343,GRANDFONRY,GRAND FOUNDRY LTD.,Suspended,B ,10.0,INE534A01010,Iron &amp; Steel Products,Equity,INE534A01010,BSE_ONLY
513347,JALNFRG,JALAN FORGINGS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513351,SRKRSTR,SKS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513355,MRMGAST,MARMAGOA STEELS LTD.,Suspended,XT,1.0,INE698E01023,Iron &amp; Steel/Interm.Products,Equity,INE698E01023,BSE_ONLY
513357,AMBJZNC,AMBUJA ZINC LTD.,Delisted,P ,10.0,NA          ,Zinc,Equity,NA,BSE_ONLY
513369,RJKMRFR,RAJKUMAR FORGE LTD.,Active,XT,10.0,INE013J01016,Other Industrial Products,Equity,INE013J01016,BSE_ONLY
513383,DHAPOWR,DHARMADEEP POWERDRIVE INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513385,INSSADM,INDIAN SEAMLESS STEELS &amp; ALLOYS LTD.,Delisted,B ,10.0,INE879C01015,,Equity,INE879C01015,BSE_ONLY
513387,DHTUFRG,DHATU FORGE LTD.,Suspended,P ,10.0,NA          ,Other Industrial Products,Equity,NA,BSE_ONLY
513391,SNGHLSW-B,SINGHAL SWAROOP ISPAT LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513395,NOVST,NOVA STEEL (INDIA) LTD.,Delisted,Z ,10.0,INE587E01010,,Equity,INE587E01010,BSE_ONLY
513399,ORDEIND,ORDE INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513403,PMTELELIN,P.M.TELELINNKS LTD.,Active,XT,10.0,INE092C01015,Iron &amp; Steel/Interm.Products,Equity,INE092C01015,BSE_ONLY
513405,PENNARALUM,PENNAR ALUMINIUM CO.LTD.,Suspended,XT,10.0,INE057C01018,Aluminium,Equity,INE057C01018,BSE_ONLY
513406,RAIPF,RAJ IRRIGATION PIPES &amp; FITTINGS LTD.,Suspended,P ,10.0,INE649D01010,Plastic Products,Equity,INE649D01010,BSE_ONLY
513408,RAJINAL,RAJINDER ALLOYS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513412,ALCOBMT-B,ALCOBEX METALS LTD.,Delisted,P ,10.0,NA          ,Copper,Equity,NA,BSE_ONLY
513414,SMPL,Splendid Metal Products Ltd,Active,T ,5.0,INE215G01021,Iron &amp; Steel/Interm.Products,Equity,INE215G01021,BSE_ONLY
513418,SMFIL,Smiths &amp; Founders (India) Limited,Active,XT,1.0,INE728B01032,Other Industrial Products,Equity,INE728B01032,BSE_ONLY
513420,LADAMST,LADAM STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513422,BLOIN,BLOOM INDUSTRIES LTD.,Active,P ,10.0,INE373E01015,Iron &amp; Steel/Interm.Products,Equity,INE373E01015,BSE_ONLY
513424,ELLOSTL,ELLORA STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513428,TRINETRA,TRINETRA CEMENT LTD.,Suspended,XT,10.0,INE031L01014,Cement &amp; Cement Products,Equity,INE031L01014,BSE_ONLY
513430,MAITRI,Maitri Enterprises Ltd,Active,XT,10.0,INE501L01024,Aluminium,Equity,INE501L01024,BSE_ONLY
513434,TATAMETALI,TATA METALIKS LTD.,Active,B ,10.0,INE056C01010,Iron &amp; Steel/Interm.Products,Equity,INE056C01010,BSE_ONLY
513438,RAJAMBI,RAJASTHAN AMBUJA INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513440,ANIKSTL,ANIK STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513446,MONNETISPA,MONNET ISPAT &amp; ENERGY LTD.,Active,B ,10.0,INE743C01013,Iron &amp; Steel/Interm.Products,Equity,INE743C01013,BSE_ONLY
513448,GANFNDR,GANESH FOUNDRY &amp; CASTINGS LTD.,Suspended,P ,10.0,INE449U01019,Other Industrial Products,Equity,INE449U01019,BSE_ONLY
513450,MRDIACO,MARDIA COPPER PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513452,ELANGO,ELANGO INDUSTRIES LTD.,Active,XT,10.0,INE594D01018,Iron &amp; Steel/Interm.Products,Equity,INE594D01018,BSE_ONLY
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10.0,INE791E01018,Iron &amp; Steel Products,Equity,INE791E01018,BSE_ONLY
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,Suspended,Z ,10.0,INE257F01017,Iron &amp; Steel Products,Equity,INE257F01017,BSE_ONLY
513462,SAMNAST,SAMANA STEELS LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel Products,Equity,NA,BSE_ONLY
513464,USHAIRN,USHA IRON &amp; FERRO METALS CORPORATION LTD.,Delisted,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity,NA,BSE_ONLY
513470,DENHSTLDM,DENHOLM STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XT,10.0,INE658D01011,Other Industrial Products,Equity,INE658D01011,BSE_ONLY
513476,STRNJAY,SHATRUNJAY EXTRUSIONS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513478,SAURALL,SAURABH ALLOY CASTINGS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513480,RAKSTEL,RAKAN STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513482,UNIMETA,UNI-METAL ALLOYS LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
513486,TRIDSTLDM,TRIDENT STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,XT,10.0,INE387D01025,Iron &amp; Steel Products,Equity,INE387D01025,BSE_ONLY
513490,GUJCONC,GUJARAT CONCAST LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513492,ASLOSTL,ASLO STEEL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513496,MEWATZI,MEWAT ZINC LTD.,Active,P ,10.0,INE235U01012,Zinc,Equity,INE235U01012,BSE_ONLY
513498,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,Active,P ,10.0,INE308N01012,Mining,Equity,INE308N01012,BSE_ONLY
513500,CHARMST,CHARMINAR STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513502,BAROEXT,BARODA EXTRUSION LTD.,Suspended,XT,1.0,INE927K01023,Copper,Equity,INE927K01023,BSE_ONLY
513504,JAYAGRO,JAY AGROCHEM LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513505,STARELE,STAR PRECISION ELECTRONICS (INDIA) LTD.,Delisted,P ,10.0,NA          ,Electronic Components,Equity,NA,BSE_ONLY
513507,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10.0,INE276I01011,Iron &amp; Steel Products,Equity,INE276I01011,BSE_ONLY
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,XT,10.0,INE798F01010,Iron &amp; Steel/Interm.Products,Equity,INE798F01010,BSE_ONLY
513515,SRIND,S.R.INDUSTRIES LTD.,Active,XT,10.0,INE329C01011,Textiles,Equity,INE329C01011,BSE_ONLY
513523,PUNIRST,PUNJAB IRON &amp; STEEL CO.LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513526,SHREGRN,SHREEJI INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity,NA,BSE_ONLY
513530,STELCOST,STELCO STRIPS LTD.,Delisted,XT,10.0,INE308D01013,Iron &amp; Steel/Interm.Products,Equity,INE308D01013,BSE_ONLY
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,P ,10.0,INE176E01012,Iron &amp; Steel Products,Equity,INE176E01012,BSE_ONLY
513542,JAYIRST,JAY IRON &amp; STEELS INDUSTRIES LTD.,Delisted,Z ,10.0,INE986E01014,,Equity,INE986E01014,BSE_ONLY
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Active,Z ,10.0,INE277E01026,Copper,Equity,INE277E01026,BSE_ONLY
513548,SHRDAIS,SHARDA ISPAT LTD.,Active,XT,10.0,INE385M01012,Iron &amp; Steel/Interm.Products,Equity,INE385M01012,BSE_ONLY
513556,SERHDMT,SPEARHEAD METALS &amp; ALLOYS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513558,REALSTR,REAL STRIPS LTD.-$,Active,XT,10.0,INE183B01014,Iron &amp; Steel/Interm.Products,Equity,INE183B01014,BSE_ONLY
513564,MITHIMJ,MITHILA STEEL INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513566,NOVIS,NOVA IRON &amp; STEEL LTD.,Active,XT,10.0,INE608C01026,Iron &amp; Steel/Interm.Products,Equity,INE608C01026,BSE_ONLY
513568,RATHIMJ,RATHI INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513573,VISHWAST,VISHWAS STEELS LTD.,Delisted,XD,10.0,INE014C01019,Iron &amp; Steel/Interm.Products,Equity,INE014C01019,BSE_ONLY
513575,STERPOW,Sterling Powergensys Limited,Active,XT,10.0,INE067E01013,Industrial Machinery,Equity,INE067E01013,BSE_ONLY
513577,MIDWEIR,MID WEST IRON AND STEEL CO.LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Active,Z ,10.0,INE617C01027,Coal,Equity,INE617C01027,BSE_ONLY
513583,SB&amp;TINTL,SB &amp; T INTERNATIONAL LTD.,Delisted,Z ,10.0,INE465B01015,Other Apparels &amp; Accessories,Equity,INE465B01015,BSE_ONLY
513593,STACH,STANDARD CHROME LTD.,Delisted,Z ,10.0,INE715E01017,,Equity,INE715E01017,BSE_ONLY
513595,GLEITLAI,GLEITLAGER (INDIA) LTD.,Delisted,XD,10.0,INE190C01017,Industrial Machinery,Equity,INE190C01017,BSE_ONLY
513597,SURANAIND,SURANA INDUSTRIES LTD.,Active,B ,10.0,INE659D01019,Iron &amp; Steel/Interm.Products,Equity,INE659D01019,BSE_ONLY
513601,MALHOST,MALHOTRA STEEL INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel Products,Equity,NA,BSE_ONLY
513603,MORWIRE,MOIRA WIRES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513605,SRIPIPES,Srikalahasthi Pipes Limited,Active,B ,10.0,INE943C01027,Iron &amp; Steel Products,Equity,INE943C01027,BSE_ONLY
513609,SRIVASAV,SRI VASAVI INDUSTRIES LTD.,Delisted,XD,10.0,INE634E01010,Iron &amp; Steel/Interm.Products,Equity,INE634E01010,BSE_ONLY
513611,PITHMST,PITHAMPUR STEELS LTD.,Suspended,Z ,10.0,INE077H01015,Iron &amp; Steel Products,Equity,INE077H01015,BSE_ONLY
513613,PRESHAMET,Presha Metallurgical Ltd.,Suspended,XT,10.0,INE908L01013,Mining,Equity,INE908L01013,BSE_ONLY
513615,SHIVLOH,SHIVALIK LOHA MILLS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513617,INLACGR,INLAC GRANSTON LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity,NA,BSE_ONLY
513621,GLOARYA,GLOBAL ARYA INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513623,SMELTER,SMELTERS (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513625,KUSIS,KUSUM IRON &amp; STEEL LTD.,Suspended,P ,10.0,INE397E01014,Iron &amp; Steel/Interm.Products,Equity,INE397E01014,BSE_ONLY
513627,KRISFEP,KRISHNA FERRO PRODUCTS LTD.,Suspended,Z ,10.0,INE218L01017,Other Industrial Products,Equity,INE218L01017,BSE_ONLY
513629,TULSYAN,TULSYAN NEC LTD.-$,Suspended,Z ,10.0,INE463D01016,Iron &amp; Steel/Interm.Products,Equity,INE463D01016,BSE_ONLY
513632,DHARIND,DHAR INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513634,PANAUTO,PAN AUTO LTD.,Delisted,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity,NA,BSE_ONLY
513636,TALVROC,TALAVADI ROCK &amp; MINERAL PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513638,NATUSTO,NATURAL STONE EXPORTS LTD.,Delisted,P ,10.0,INE893G01017,Construction Materials,Equity,INE893G01017,BSE_ONLY
513640,HJSSTON,H.J.S.STONES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513642,AXELPOLY,AXEL POLYMERS LTD.,Active,XT,10.0,INE197C01012,Plastic Products,Equity,INE197C01012,BSE_ONLY
513644,BALAJST,BALAJI STEEL TUBES AND PIPES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513646,DEWNSTL,DEWAN STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
513648,MARGPROIN,MARG PROJECTS AND INFRASTRUCTURE LTD.,Active,XT,10.0,INE942E01017,Misc.Commercial Services,Equity,INE942E01017,BSE_ONLY
