Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,ISIN_CLEAN,LISTING_SOURCE
500004,TPAEC,TORRENT POWER AEC LTD.,Delisted,B ,10.0,INE424A01014,,Equity,INE424A01014,BSE_ONLY
500005,AKARLAMIN,AKAR LAMINATORS LTD.,Delisted,XD,10.0,INE984C01013,Iron &amp; Steel Products,Equity,INE984C01013,BSE_ONLY
500006,ALPHADR,ALPHA DRUG INDIA LTD.,Delisted,B ,10.0,INE256B01026,,Equity,INE256B01026,BSE_ONLY
500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A ,2.0,INE001A01036,Housing Finance ,Equity,INE001A01036,BSE_ONLY
500011,AMRTMIL-BDM,AMRUT INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500015,ICICIDM,ICICI LTD.,Delisted,B ,10.0,INE005A01011,,Equity,INE005A01011,BSE_ONLY
500016,ARUNAHTEL,ARUNA HOTELS LTD.,Suspended,Z ,10.0,INE957C01019,Hotels,Equity,INE957C01019,BSE_ONLY
500018,ARPOLDM,ARPOLDM,Delisted,B ,10.0,INE035A01018,,Equity,INE035A01018,BSE_ONLY
500019,BOR,BANK OF RAJASTHAN LTD.,Delisted,B ,10.0,INE320A01014,Banks,Equity,INE320A01014,BSE_ONLY
500021,ASINCOF,ASINCOF,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500024,ASSAMCO,Assam Company (India) Limited,Active,T ,1.0,INE442A01024,Tea &amp; Coffee,Equity,INE442A01024,BSE_ONLY
500026,ATSHIND,ATASH INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500028,ATVPR,ATV PROJECTS INDIA LTD.,Active,XT,10.0,INE447A01015,Construction &amp; Engineering,Equity,INE447A01015,BSE_ONLY
500029,AUTOLITIND,AUTOLITE (INDIA) LTD.,Active,B ,10.0,INE448A01013,Auto Parts &amp; Equipment,Equity,INE448A01013,BSE_ONLY
500030,AUTORIDFIN,AUTORIDERS FINANCE LTD.,Suspended,T ,10.0,INE450A01019,Finance (including NBFCs),Equity,INE450A01019,BSE_ONLY
500034,BAJFINANCE,Bajaj Finance Limited,Active,A ,2.0,INE296A01024,Finance (including NBFCs),Equity,INE296A01024,BSE_ONLY
500035,BALAJIDI,BALAJI DISTILLERIES LTD.,Delisted,T ,10.0,INE453A01013,Breweries &amp; Distilleries,Equity,INE453A01013,BSE_ONLY
500044,RAYBAN,RAYBAN SUN OPTICS INDIA LTD.,Delisted,B ,10.0,INE854A01012,,Equity,INE854A01012,BSE_ONLY
500045,BELLARYS,BELLARY STEELS &amp; ALLOYS LTD.,Suspended,XT,1.0,INE166C01025,Iron &amp; Steel/Interm.Products,Equity,INE166C01025,BSE_ONLY
500046,BECREL,BEST &amp; CROMPTON ENGG.LTD.,Suspended,Z ,10.0,INE287A01015,Industrial Machinery,Equity,INE287A01015,BSE_ONLY
500047,BETANAP,BETA NAPHTHOL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500048,BEML,BEML LTD.,Active,A ,10.0,INE258A01016,Commercial Vehicles,Equity,INE258A01016,BSE_ONLY
500051,BHAGGAS,Bhagawati Gas Limited,Suspended,Z ,10.0,INE099C01010,Industrial Gases,Equity,INE099C01010,BSE_ONLY
500053,BHAZINC,BHARAT ZINC LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500054,BHRTITE-B,BHRTITE-B,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500055,BHUSANSTL,BHUSHAN STEEL LTD.,Active,B ,2.0,INE824B01021,Iron &amp; Steel/Interm.Products,Equity,INE824B01021,BSE_ONLY
500056,UTIMRDM,MASTERGROWTH-93,Delisted,B ,10.0,INF189A01046,,Equity,INF189A01046,BSE_ONLY
500057,ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,Delisted,B ,10.0,INE605B01016,Commodity Chemicals,Equity,INE605B01016,BSE_ONLY
500058,BIHSPONG,BIHAR SPONGE IRON LTD.,Active,XT,10.0,INE819C01011,Iron &amp; Steel/Interm.Products,Equity,INE819C01011,BSE_ONLY
500061,ANVALDM,ANDHRA VALLEY POWER SUPPLY COMPANY LTD.,Delisted,B ,10.0,INE247A01019,,Equity,INE247A01019,BSE_ONLY
500062,ASHOKLEYFIN,ASHOK LEYLAND FINANCE LTD.,Delisted,B ,10.0,INE251A01011,,Equity,INE251A01011,BSE_ONLY
500064,BGFL,BIRLA GLOBAL FINANCE LTD.,Delisted,B ,10.0,INE097A01018,,Equity,INE097A01018,BSE_ONLY
500070,BOP,BANK OF PUNJAB LTD.,Delisted,B ,10.0,INE458A01012,,Equity,INE458A01012,BSE_ONLY
500072,BONGAIREFN,BONGAIGAON REFINERY &amp; PETROCHEMICALS LTD.,Delisted,B ,10.0,INE241A01012,,Equity,INE241A01012,BSE_ONLY
500073,BPLENG,BPL ENGINEERING LTD.,Delisted,B ,10.0,INE108A01013,,Equity,INE108A01013,BSE_ONLY
500075,NAGARFER,NAGARJUNA FERTILIZERS &amp; CHEMICALS LTD.,Delisted,B ,10.0,INE580A01013,Fertilizers,Equity,INE580A01013,BSE_ONLY
500076,BURROWEL,BURROUGHS WELLCOME (INDIA) LTD.,Delisted,B ,10.0,INE157A01010,,Equity,INE157A01010,BSE_ONLY
500077,CCI,CABLE CORPORATION OF INDIA LTD.,Delisted,B ,10.0,INE475A01016,Other Elect.Equip./ Prod.,Equity,INE475A01016,BSE_ONLY
500079,CARIR,CARRIER AIRCON LTD.,Delisted,B ,10.0,INE480A01016,,Equity,INE480A01016,BSE_ONLY
500080,CAUVERSOFT,CAUVERY SOFTWARE ENGINEERING SYSTEMS LTD.,Delisted,B ,10.0,INE466B01013,IT Software Products,Equity,INE466B01013,BSE_ONLY
500081,CELEINT,CELESTE INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500082,CENCHDM,CENTAK CHEMICALS LTD.,Delisted,B ,10.0,INE942A01015,,Equity,INE942A01015,BSE_ONLY
500084,CESC,CESC LTD.,Active,A ,10.0,INE486A01013,Electric Utilities,Equity,INE486A01013,BSE_ONLY
500090,MADUCOA,MADURA COATS LTD.,Delisted,B ,10.0,INE122A01014,,Equity,INE122A01014,BSE_ONLY
500091,COREPARENT,CORE HEALTHCARE LTD.,Delisted,B ,10.0,INE494A01017,Pharmaceuticals,Equity,INE494A01017,BSE_ONLY
500094,CTCOTTON,CT COTTON YARN LTD.,Delisted,XD,10.0,INE107D01019,Textiles,Equity,INE107D01019,BSE_ONLY
500095,WYETH,WYETH LTD.,Delisted,B ,10.0,INE378A01012,Pharmaceuticals,Equity,INE378A01012,BSE_ONLY
500098,SKYLNEPC,SKYLINE NEPC LTD.,Delisted,B ,10.0,INE575B01011,,Equity,INE575B01011,BSE_ONLY
500099,CENTINPO,CENTRAL INDIA POLYESTERS LTD.,Delisted,B ,10.0,INE496A01020,,Equity,INE496A01020,BSE_ONLY
500100,DAEWOO,DAEWOO MOTORS (INDIA) LTD.,Delisted,XD,10.0,INE497A01010,Cars &amp; Utility Vehicles,Equity,INE497A01010,BSE_ONLY
500102,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,B ,2.0,INE294A01037,Paper &amp; Paper Products,Equity,INE294A01037,BSE_ONLY
500105,IPCL,INDIAN PETROCHEMICALS CORP.LTD.,Delisted,B ,10.0,INE006A01019,,Equity,INE006A01019,BSE_ONLY
500107,JINDALIRON,JINDAL IRON &amp; STEEL CO.LTD.,Delisted,B ,10.0,INE020A01010,,Equity,INE020A01010,BSE_ONLY
500111,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,A ,10.0,INE013A01015,Finance (including NBFCs),Equity,INE013A01015,BSE_ONLY
500115,MSTRP,MSTRP,Delisted,Z ,10.0,INF189A01061,,Equity,INF189A01061,BSE_ONLY
500121,DIGITAL,DIGITAL GLOBALSOFT LTD.,Delisted,B ,10.0,INE124A01010,,Equity,INE124A01010,BSE_ONLY
500122,AMBUJACEMR,AMBUJA CEMENT RAJASTHAN LTD.,Delisted,Z ,10.0,INE125A01017,,Equity,INE125A01017,BSE_ONLY
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,B ,10.0,INE280B01018,Commodity Chemicals,Equity,INE280B01018,BSE_ONLY
500124,DRREDDY,DR.REDDY'S LABORATORIES LTD.,Active,A ,5.0,INE089A01023,Pharmaceuticals,Equity,INE089A01023,BSE_ONLY
500127,ESTMNAL,EASTERN MINING &amp; ALLIED LTD.,Delisted,P ,10.0,NA          ,Coal,Equity,NA,BSE_ONLY
500129,ELAUPAR-BDM,ELGI AUTO PARTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500130,ELGIF,ELGI FINANCE LTD.,Delisted,T ,10.0,INE424D01018,Finance (including NBFCs),Equity,INE424D01018,BSE_ONLY
500131,ELGITR,ELGITREAD (INDIA) LTD.,Delisted,B ,1.0,INE257B01024,,Equity,INE257B01024,BSE_ONLY
500134,ESSAROIL,ESSAR OIL LTD.,Delisted,A ,10.0,INE011A01019,Integrated Oil &amp; Gas,Equity,INE011A01019,BSE_ONLY
500139,FEDDERELEC,Fedders Electric and Engineering Ltd,Active,B ,10.0,INE249C01011,Other Elect.Equip./ Prod.,Equity,INE249C01011,BSE_ONLY
500140,FEMNORM-B,FEMNOR MINERAL (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500142,FGP,FGP LTD.,Active,XT,10.0,INE512A01016,Finance (including NBFCs),Equity,INE512A01016,BSE_ONLY
500145,FIRSTLEASE,FIRST LEASING CO.OF INDIA LTD.,Suspended,Z ,10.0,INE492B01019,Finance (including NBFCs),Equity,INE492B01019,BSE_ONLY
500149,FLOAI,FLOATGLASS INDIA LTD.,Delisted,B ,10.0,INE517A01015,,Equity,INE517A01015,BSE_ONLY
500152,GRMAG,G.R.MAGNETS LTD.,Delisted,Z ,10.0,INE523A01013,,Equity,INE523A01013,BSE_ONLY
500155,GARDENSILK,GARDEN SILK MILLS LTD.,Active,B ,10.0,INE526A01016,Textiles,Equity,INE526A01016,BSE_ONLY
500156,GRMNR,GERMAN REMEDIES LTD.,Delisted,B ,10.0,INE382A01014,,Equity,INE382A01014,BSE_ONLY
500157,GICBALN-B,GICBALN-B,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500161,GTB,GLOBAL TRUST BANK LTD.,Delisted,T ,10.0,INE130A01017,,Equity,INE130A01017,BSE_ONLY
500162,PARRYSUGAR,PARRYS SUGAR INDUSTRIES LTD.,Suspended,B ,10.0,INE353B01021,Sugar,Equity,INE353B01021,BSE_ONLY
500167,GOVMC,GOOD VALUE MARKETING CO.LTD.,Suspended,Z ,10.0,INE532A01014,Fertilizers,Equity,INE532A01014,BSE_ONLY
500168,GOODYEAR,GOODYEAR INDIA LTD.,Active,B ,10.0,INE533A01012,Auto Tyres &amp; Rubber Products,Equity,INE533A01012,BSE_ONLY
500169,GRPCOMI,GRAPCO MINING &amp; CO.LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500170,GTNINDS,GTN INDUSTRIES LTD.,Active,B ,10.0,INE537A01013,Textiles,Equity,INE537A01013,BSE_ONLY
500174,GLFL,GUJARAT LEASE FINANCING LTD.,Active,T ,10.0,INE540A01017,Finance (including NBFCs),Equity,INE540A01017,BSE_ONLY
500175,GTCL,GUJARAT TELEPHONE CABLES LTD.,Delisted,B ,10.0,INE261B01018,,Equity,INE261B01018,BSE_ONLY
500176,HAMCMIN-B,HAMCO MINING &amp; SMELTING LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500177,HANILERA,HANIL ERA TEXTILES LTD.,Delisted,T ,10.0,INE021D01012,Textiles,Equity,INE021D01012,BSE_ONLY
500180,HDFCBANK,HDFC Bank Ltd,Active,A ,2.0,INE040A01026,Banks,Equity,INE040A01026,BSE_ONLY
500181,HRBTSON-B,HERBERTSONS LTD.,Delisted,B ,10.0,INE546A1014 ,,Equity,INE546A1014,BSE_ONLY
500190,HITDRDM,HITECH DRILLING SERVICES INDIA LTD.,Delisted,B ,10.0,INE555A01015,,Equity,INE555A01015,BSE_ONLY
500192,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.0,INE962B01011,Textiles,Equity,INE962B01011,BSE_ONLY
500195,HOTLINGLAS,HOTLINE GLASS LTD.,Delisted,XD,10.0,INE676B01017,Consumer Electronics,Equity,INE676B01017,BSE_ONLY
500197,HTSUMAG,HYTAISUN MAGNETICS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500198,IBP,IBP CO.LTD.,Delisted,B ,10.0,INE261A01010,,Equity,INE261A01010,BSE_ONLY
500201,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,B ,10.0,INE560A01015,Commodity Chemicals,Equity,INE560A01015,BSE_ONLY
500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,XT,10.0,INE333C01013,Finance (including NBFCs),Equity,INE333C01013,BSE_ONLY
500203,INDPOLY,INDIA POLYFIBRES LTD.,Delisted,B ,10.0,INE860C01015,,Equity,INE860C01015,BSE_ONLY
500204,INDSEC,INDIA SECURITIES LTD.,Delisted,B ,1.0,INE134A01035,Other Financial Services,Equity,INE134A01035,BSE_ONLY
500206,MARGOFIN,Margo Finance Limited,Active,XT,10.0,INE680B01019,Finance (including NBFCs),Equity,INE680B01019,BSE_ONLY
500211,INSILCO,INSILCO LTD.,Active,XT,10.0,INE901A01011,Other Industrial Goods,Equity,INE901A01011,BSE_ONLY
500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10.0,INE898B01017,Finance (including NBFCs),Equity,INE898B01017,BSE_ONLY
500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,XT,10.0,INE570A01014,Industrial Machinery,Equity,INE570A01014,BSE_ONLY
500216,ITCHOTEL,ITC HOTELS LTD.,Delisted,B ,10.0,INE379A01010,,Equity,INE379A01010,BSE_ONLY
500217,ITWSGDM,ITW SIGNODE INDIA LTD.,Delisted,B ,10.0,INE240A01014,,Equity,INE240A01014,BSE_ONLY
500221,JPHOTEL,JAYPEE HOTELS LTD.,Delisted,T ,10.0,INE851A01018,,Equity,INE851A01018,BSE_ONLY
500222,JCTEL,JCT ELECTRONICS LTD.,Suspended,T ,1.0,INE264B01020,Consumer Electronics,Equity,INE264B01020,BSE_ONLY
500224,JNDST,JNDST,Delisted,B ,10.0,INE023A01014,,Equity,INE023A01014,BSE_ONLY
500229,JINDVJY,JINDVJY,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500230,JINDALV,JINDALV,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500231,UMANGDAIR,UMANG DAIRIES LTD.,Active,B ,5.0,INE864B01027,Packaged Foods,Equity,INE864B01027,BSE_ONLY
500232,JORDENG-B,JORD ENGINEERS INDIA LTD.,Delisted,P ,10.0,INE666F01019,Industrial Machinery,Equity,INE666F01019,BSE_ONLY
500236,KANELIND,Kanel Industries Limited,Suspended,Z ,10.0,INE252C01015,Comm.Trading  &amp; Distribution,Equity,INE252C01015,BSE_ONLY
500237,KEDIADI-B,KEDIA DISTILLERIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500240,KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.0,INE266B01017,2/3 Wheelers,Equity,INE266B01017,BSE_ONLY
500242,KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,B ,10.0,INE328A01017,,Equity,INE328A01017,BSE_ONLY
500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B ,5.0,INE884B01025,Iron &amp; Steel/Interm.Products,Equity,INE884B01025,BSE_ONLY
500248,MAVIIND,MAVI INDUSTRIES LTD.,Active,XT,10.0,INE073A01019,Plastic Products,Equity,INE073A01019,BSE_ONLY
500249,KSBPUMPS,KSB PUMPS LTD.,Active,B ,10.0,INE999A01015,Industrial Machinery,Equity,INE999A01015,BSE_ONLY
500254,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Active,B ,1.0,INE292A01023,Iron &amp; Steel/Interm.Products,Equity,INE292A01023,BSE_ONLY
500255,LML,LML LTD.,Active,B ,10.0,INE862A01015,2/3 Wheelers,Equity,INE862A01015,BSE_ONLY
500256,LOKHSG,LOK HOUSING &amp; CONSTRUCTIONS LTD.-$,Suspended,Z ,10.0,INE367C01011,Realty,Equity,INE367C01011,BSE_ONLY
500258,LUPINDM,LUPIN LABORATORIES LTD.,Delisted,B ,10.0,INE327A01019,,Equity,INE327A01019,BSE_ONLY
500261,MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,P ,10.0,NA          ,Refineries/ Petro-Products,Equity,NA,BSE_ONLY
500262,MAFATLAFIN,MAFATLAL FINANCE CO.LTD.,Suspended,B ,10.0,INE965B01014,Finance (including NBFCs),Equity,INE965B01014,BSE_ONLY
500269,MARDIACH,MARDIA CHEMICALS LTD.,Delisted,B ,10.0,INE273B01013,,Equity,INE273B01013,BSE_ONLY
500272,MAXWORC-B,MAXWORTH ORCHARDS (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500273,MCDWLDM,MCDWLDM,Delisted,B ,10.0,INE887A01012,,Equity,INE887A01012,BSE_ONLY
500274,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,Suspended,P ,10.0,NA          ,Pharmaceuticals,Equity,NA,BSE_ONLY
500276,MICROPL-B,MICRO PLANTAE LTD.,Delisted,P ,10.0,NA          ,Other Agricultural Products,Equity,NA,BSE_ONLY
500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.0,INE401C01018,Textiles,Equity,INE401C01018,BSE_ONLY
500278,MIDESTI-B,MIDEAST (INDIA) LTD.,Suspended,P ,10.0,INE844X01015,Comm.Trading  &amp; Distribution,Equity,INE844X01015,BSE_ONLY
500281,MDRNSYN-B,MODERN SYNTEX (INDIA) LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
500282,MDRNTHR-B,MODERN THREADS (INDIA) LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
500283,MDTERYT-B,MODERN TERRY TOWELS LTD.,Suspended,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
500285,SPICEJET,SPICEJET LTD.,Active,B ,10.0,INE285B01017,Airlines,Equity,INE285B01017,BSE_ONLY
500286,MONTA,MONTARI INDUSTRIES LTD.,Delisted,Z ,10.0,INE407C01015,Agrochemicals,Equity,INE407C01015,BSE_ONLY
500289,MSGF,MORGAN STANLEY GROWTH FUND,Delisted,B ,10.0,INF063A01019,,Equity,INF063A01019,BSE_ONLY
500293,MYSRKIR-B,MYSORE KIRLOSKAR LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500297,NATAL,NATAL,Delisted,Z ,10.0,INE139A01018,,Equity,INE139A01018,BSE_ONLY
500301,NEPCMICON,NEPC INDIA LTD.,Suspended,Z ,10.0,INE588A01016,Heavy Electrical Equipment,Equity,INE588A01016,BSE_ONLY
500302,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Pharmaceuticals,Equity,INE140A01024,BSE_ONLY
500303,ABIRLANUVO,ADITYA BIRLA NUVO LTD.,Suspended,A ,10.0,INE069A01017,Diversified,Equity,INE069A01017,BSE_ONLY
500305,JSWISPAT,JSW ISPAT STEEL LTD.,Delisted,B ,10.0,INE136A01022,Iron &amp; Steel/Interm.Products,Equity,INE136A01022,BSE_ONLY
500307,NIRLON,NIRLON LTD.,Active,B ,10.0,INE910A01012,Misc.Commercial Services,Equity,INE910A01012,BSE_ONLY
500308,NIRMA,NIRMA LTD.,Delisted,B ,5.0,INE091A01029,,Equity,INE091A01029,BSE_ONLY
500309,NOVAEL-,NOVA ELECTRO MAGNETICS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500310,NOVOPANIND,NOVOPAN INDUSTRIES LTD.,Delisted,B ,10.0,INE460B01016,Forest Products,Equity,INE460B01016,BSE_ONLY
500311,NUCHEM,NUCHEM LTD.,Delisted,T ,10.0,INE946A01016,Forest Products,Equity,INE946A01016,BSE_ONLY
500315,ORIENTBANK,ORIENTAL BANK OF COMMERCE,Active,A ,10.0,INE141A01014,Banks,Equity,INE141A01014,BSE_ONLY
500318,OSSWM,OSWAL SPINNING &amp; WEAVING MILLS LTD.,Suspended,Z ,1.0,INE716C01027,Textiles,Equity,INE716C01027,BSE_ONLY
500319,INDSUCR,INDIAN SUCROSE LTD.,Active,XT,10.0,INE557C01017,Sugar,Equity,INE557C01017,BSE_ONLY
500321,PADMINIT,PADMINI TECHNOLOGIES LTD.,Delisted,XD,10.0,INE114B01019,Comm.Trading  &amp; Distribution,Equity,INE114B01019,BSE_ONLY
500323,PAREKHPLAT,PAREKH PLATINUM LTD.,Delisted,T ,10.0,INE598A01015,Other Apparels &amp; Accessories,Equity,INE598A01015,BSE_ONLY
500329,PENTAGRAPH,PENTAMEDIA GRAPHICS LTD.,Suspended,XT,1.0,INE202A01022,Movies &amp; Entertainment,Equity,INE202A01022,BSE_ONLY
500332,PITICEM-B,PITTIE CEMENTS &amp; INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500334,PRMRVNY-B,PREMIER VINYL FLOORING LTD.,Delisted,P ,10.0,NA          ,Plastic Products,Equity,NA,BSE_ONLY
500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,B ,10.0,INE335A01012,Iron &amp; Steel Products,Equity,INE335A01012,BSE_ONLY
500340,ITBHPDM,ITC BHADRACHALAM PAPERBOARDS LTD.,Delisted,B ,10.0,INE076A01012,,Equity,INE076A01012,BSE_ONLY
500341,PRUDCAP-BDM,PRUDENTIAL CAPITAL MARKETS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500344,PUNJABTRAC,PUNJAB TRACTORS LTD.,Delisted,B ,10.0,INE170A01013,,Equity,INE170A01013,BSE_ONLY
500345,PPOWER-,PPOWER-,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500347,PUNWRDM,PUNJAB WIRELESS SYSTEMS LTD.,Delisted,B ,10.0,INE181A01010,,Equity,INE181A01010,BSE_ONLY
500348,QLTYSTL,QUALITY STEEL &amp; FORGINGS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500349,RASIC,RASIC,Delisted,Z ,10.0,INE231A01013,,Equity,INE231A01013,BSE_ONLY
500351,RAJPOTU,RAJASTHAN POLYVIN TUBES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500352,RAJTOOL,RAJASTHAN TOOLS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500353,RAJNSTL-B,RAJINDER STEELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,XT,10.0,INE783A01013,Finance (including NBFCs),Equity,INE783A01013,BSE_ONLY
500359,RANBAXY,RANBAXY LABORATORIES LTD.,Delisted,B ,5.0,INE015A01028,Pharmaceuticals,Equity,INE015A01028,BSE_ONLY
500361,RASPRO,RAS PROPACK LAMIPACK LTD.,Delisted,T ,10.0,INE279B01028,Containers &amp; Packaging,Equity,INE279B01028,BSE_ONLY
500362,RECRON,RECRON SYNTHETICS LTD.,Delisted,B ,10.0,INE616A01023,,Equity,INE616A01023,BSE_ONLY
500363,REVAP,REAL VALUE APPLIANCES LTD.,Delisted,Z ,10.0,INE980C01011,,Equity,INE980C01011,BSE_ONLY
500364,REPETDM,RELIANCE PETROLEUM LTD.,Delisted,B ,10.0,INE014A01013,,Equity,INE014A01013,BSE_ONLY
500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.0,INE619A01027,Edible Oils,Equity,INE619A01027,BSE_ONLY
500369,RPGTRANS,RPG TRANSMISSION LTD.,Delisted,B ,10.0,INE621A01015,,Equity,INE621A01015,BSE_ONLY
500370,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,T ,10.0,INE924A01013,Comm.Trading  &amp; Distribution,Equity,INE924A01013,BSE_ONLY
500371,SAMTELIN,SAMTEL INDIA LTD.-$,Active,XT,10.0,INE538C01017,Consumer Electronics,Equity,INE538C01017,BSE_ONLY
500372,SAMTEL,SAMTEL COLOR LTD.,Active,T ,10.0,INE381A01016,Consumer Electronics,Equity,INE381A01016,BSE_ONLY
500373,CLARIANT,CLARIANT (INDIA) LTD.,Delisted,B ,10.0,INE221A01014,,Equity,INE221A01014,BSE_ONLY
500374,SANAS,SANDVIK ASIA LTD.,Delisted,B ,100.0,INE624A01019,,Equity,INE624A01019,BSE_ONLY
500375,SANGHIPOLY,SANGHI POLYESTERS LTD.,Delisted,Z ,10.0,INE146A01013,Textiles,Equity,INE146A01013,BSE_ONLY
500376,SATYAM,SATYAM COMPUTER SERVICES LTD.,Delisted,A ,2.0,INE275A01028,IT Consulting &amp; Software,Equity,INE275A01028,BSE_ONLY
500377,SHREEJIPHOS,SHREEJI PHOSPHATE LTD.,Delisted,Z ,10.0,INE157C01016,Cement &amp; Cement Products,Equity,INE157C01016,BSE_ONLY
500378,JINDALSAW,JINDAL SAW LTD.,Active,B ,2.0,INE324A01024,Construction &amp; Engineering,Equity,INE324A01024,BSE_ONLY
500379,SBIHOMEFIN,SBI HOME FINANCE LTD.,Suspended,B ,10.0,INE627A01012,Housing Finance ,Equity,INE627A01012,BSE_ONLY
500384,BRABOURNE,BRABOURNE ENTERPRISES LTD.,Delisted,T ,10.0,INE629A01018,Pharmaceuticals,Equity,INE629A01018,BSE_ONLY
500386,SHAMKNSPIN,SHAMKEN SPINNERS LTD.,Suspended,XT,10.0,INE626B01012,Textiles,Equity,INE626B01012,BSE_ONLY
500388,SKPMIL,SHREE KRISHNA PAPER MILLS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE970C01012,Paper &amp; Paper Products,Equity,INE970C01012,BSE_ONLY
500389,SILVERLINE,SILVERLINE TECHNOLOGIES LTD.,Suspended,XT,10.0,INE368A01021,IT Software Products,Equity,INE368A01021,BSE_ONLY
500394,SOLCT,SOLID CARBIDE TOOLS LTD.,Active,XT,1.0,INE161C01026,Other Industrial Goods,Equity,INE161C01026,BSE_ONLY
500395,SOUTHNHE,SOUTHERN HERBALS LTD.,Delisted,B ,10.0,INE001C01016,,Equity,INE001C01016,BSE_ONLY
500396,TASSLDM,TATA SSL LTD.,Delisted,B ,100.0,INE675A01011,,Equity,INE675A01011,BSE_ONLY
500397,HENKELSPIC,HENKEL SPIC INDIA LTD.,Delisted,B ,10.0,INE902A01019,,Equity,INE902A01019,BSE_ONLY
500398,GECAP,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LTD.,Delisted,B ,10.0,INE698D01017,,Equity,INE698D01017,BSE_ONLY
500405,SUPPETRO,SUPREME PETROCHEM LTD.,Active,B ,10.0,INE663A01017,Petrochemicals,Equity,INE663A01017,BSE_ONLY
500406,SURYAGRO,SURYA AGROILS LTD.,Delisted,B ,10.0,INE780B01017,Edible Oils,Equity,INE780B01017,BSE_ONLY
500409,TAHYDDM,TATA HYDRO ELECTRIC POWER SUPPLY CO.LTD.,Delisted,B ,10.0,INE246A01011,,Equity,INE246A01011,BSE_ONLY
